"row_id","area__rucc","area__urban_influence","econ__economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_hispanic","demo__pct_non_hispanic_african_american","demo__pct_non_hispanic_white","demo__pct_american_indian_or_alaskan_native","demo__pct_asian","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","heart_disease_mortality_per_100k","population","metro","p_diab_obese","p_diab_smoke","p_obese_smoke","p_all_three"
5716,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Nonspecialized",0.437,0.062,0.176,0.04,0.474,0.217,0.169,0.029,0.045,0.931,0.003,0.009,0.1648352,0.4065934,0.2947053,0.1338661,11,9,0.367,0.185,0.116,0.085,NA,0.242,13,NA,16.86,3150,5499,"a",270,"2.5-20k","Non-Metro",0.042572,0.02146,0.067895,0.02491746
5717,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Mining-dependent",0.403,0.085,0.237,0.055,0.515,0.249,0.158,0.026,0.377,0.578,0.009,0,0.1979798,0.4181818,0.269697,0.1141414,13,10,0.348,0.283,0.139,0.129,0.121,0.325,10,9.5,27.42,9019,4489,"a",357,"250k-1M","Metro",0.048372,0.039337,0.098484,0.03427243
5718,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Manufacturing-dependent",0.506,0.056,0.144,0.049,0.505,0.223,0.165,0.101,0.02,0.865,0.016,0.006,0.136,0.369,0.331,0.164,13,12,0.312,0.211,0.12,0.071,0.138,0.3,10,NA,17.51,1760,1360,"a",310,"20-250k","Non-Metro",0.03744,0.02532,0.065832,0.02053958
5719,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.441,0.041,0.177,0.055,0.482,0.25,0.161,0.016,0.013,0.966,0.002,0.006,0.1177665,0.4730964,0.3086294,0.1005076,16,9,0.339,0.199,0.113,0.066,NA,0.301,14,NA,28.99,1730,NA,"a",299,"20-250k","Metro",0.038307,0.022487,0.067461,0.02286928
5720,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.436,0.059,0.194,0.051,0.495,0.246,0.156,0.029,0.021,0.935,0.007,0,0.1818182,0.4772727,0.2371542,0.1037549,11,10,0.324,0.228,0.117,0.08,NA,0.316,14,NA,22.48,3810,1910,"a",374,"1M+","Metro",0.037908,0.026676,0.073872,0.02393453
5722,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.388,0.065,0.288,0.122,0.52,0.189,0.273,0.116,0.122,0.733,0.007,0.018,0.1413043,0.3586957,0.3112648,0.1887352,10,14,0.309,0.212,0.119,0.09,0.148,0.273,11,5.8,19.07,2810,1890,"a",259,"250k-1M","Metro",0.036771,0.025228,0.065508,0.02024197
5723,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.403,0.062,0.281,0.114,0.511,0.245,0.157,0.049,0.017,0.644,0.213,0.005,0.1794616,0.3958126,0.2911266,0.1335992,12,13,0.379,0.306,0.149,0.079,0.103,0.38,11,5.2,22.39,2979,3839,"b",383,"250k-1M","Metro",0.056471,0.045594,0.115974,0.04395415
5724,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Nonspecialized",0.376,0.09,0.209,0.084,0.511,0.236,0.16,0.006,0.007,0.972,0,0.014,0.2233503,0.4375635,0.2395939,0.09949239,11,12,0.314,0.247,0.103,0.094,NA,0.325,13,8.51,25.03,3579,3549,"b",295,"2.5-20k","Non-Metro",0.032342,0.025441,0.077558,0.02435321
5726,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Mining-dependent",0.534,0.03,0.298,0.121,0.498,0.245,0.127,0.166,0.025,0.702,0.078,0.01,0.138352,0.3519837,0.2431333,0.266531,16,9,0.291,0.163,0.114,0.083,0.107,0.281,10,NA,20.01,1829,1669,"a",349,"2.5-20k","Non-Metro",0.033174,0.018582,0.047433,0.013803
5727,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Nonspecialized",0.377,0.074,0.206,0.069,0.509,0.247,0.16,0.005,0.006,0.961,0,0,0.2270434,0.4369324,0.2421796,0.0938446,11,11,0.297,0.256,0.112,0.087,NA,0.322,13,8.6,24.04,3120,3540,"a",296,"2.5-20k","Non-Metro",0.033264,0.028672,0.076032,0.0225815
5730,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.466,0.041,0.279,0.12,0.511,0.258,0.101,0.59,0.065,0.307,0.015,0.025,0.1686391,0.2544379,0.3086785,0.2682446,15,7,0.289,0.164,0.09,0.09,0.193,0.216,8,7.63,12.01,1340,1459,"b",259,"1M+","Metro",0.02601,0.01476,0.047396,0.01369744
5731,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Manufacturing-dependent",0.463,0.052,0.231,0.06,0.521,0.257,0.15,0.018,0.287,0.662,0.002,0.008,0.1638191,0.2753769,0.3437186,0.2170854,14,12,0.322,0.225,0.121,0.112,0.088,0.339,12,5.4,23.29,1670,1069,"a",338,"20-250k","Non-Metro",0.038962,0.027225,0.07245,0.0233289
5733,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Manufacturing-dependent",0.433,0.069,0.146,0.041,0.506,0.233,0.188,0.014,0,0.964,0,0.002,0.12,0.369,0.403,0.108,13,11,0.265,NA,0.1,0.069,NA,0.263,14,NA,32.93,6730,NA,"b",298,"under 2.5k","Non-Metro",0.0265,NA,NA,NA
5734,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Micropolitan adjacent to a large metro area","Manufacturing-dependent",0.503,0.036,0.16,0.049,0.518,0.244,0.172,0.012,0.023,0.944,0.014,0.01,0.1125628,0.4914573,0.239196,0.1567839,11,11,0.303,0.223,0.137,0.077,0.174,0.304,14,NA,22.72,2839,1809,"a",299,"2.5-20k","Non-Metro",0.041511,0.030551,0.067569,0.02047341
5736,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Manufacturing-dependent",0.512,0.051,0.115,0.06,0.536,0.233,0.16,0.05,0.014,0.898,0.004,0.006,0.07569721,0.3585657,0.3625498,0.2031873,11,8,0.313,NA,0.088,0.065,0.263,0.255,12,NA,14.63,2570,1919,"b",211,"2.5-20k","Non-Metro",0.027544,NA,NA,NA
5740,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.439,0.074,0.157,0.034,0.505,0.236,0.161,0.047,0.132,0.792,0.01,0.004,0.1321897,0.4026236,0.3259334,0.1392533,13,12,0.301,0.254,0.108,0.105,0.161,0.269,14,6.42,15.28,3800,1980,"b",331,"20-250k","Metro",0.032508,0.027432,0.076454,0.02301265
5741,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a large metro area","Manufacturing-dependent",0.464,0.06,0.147,0.049,0.508,0.201,0.195,0.005,0.016,0.962,0.001,0.014,0.1097804,0.491018,0.2355289,0.1636727,10,12,0.333,0.261,0.106,0.069,0.157,0.266,14,NA,20.49,2689,1459,"a",254,"20-250k","Non-Metro",0.035298,0.027666,0.086913,0.02894203
5742,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Manufacturing-dependent",0.518,0.046,0.118,0.037,0.513,0.234,0.183,0.031,0.048,0.896,0.005,0.014,0.0862069,0.351927,0.3651116,0.1967546,12,12,0.324,0.208,0.113,0.08,0.19,0.288,11,2.54,12.46,1460,1479,"b",273,"20-250k","Non-Metro",0.036612,0.023504,0.067392,0.02183501
5746,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Manufacturing-dependent",0.457,0.04,0.333,0.096,0.51,0.22,0.209,0.15,0,0.812,0.012,0.011,0.1691395,0.3442136,0.3175074,0.1691395,12,11,0.328,0.234,0.114,0.067,0.11,0.292,11,NA,27.97,3969,1529,"a",266,"2.5-20k","Non-Metro",0.037392,0.026676,0.076752,0.02517466
5749,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Nonspecialized",0.386,0.082,0.24,0.09,0.524,0.213,0.209,0.042,0.352,0.607,0.01,0.007,0.175,0.34,0.287,0.198,9,12,0.298,0.295,0.135,0.108,NA,0.287,12,NA,17.35,3009,1350,"b",285,"2.5-20k","Non-Metro",0.04023,0.039825,0.08791,0.02619718
5751,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.481,0.061,0.136,0.053,0.511,0.203,0.184,0.015,0.013,0.953,0,0.005,0.09251969,0.484252,0.2283465,0.1948819,11,12,0.338,0.243,0.109,0.073,0.148,0.314,13,1.92,14.95,2009,1149,"b",298,"20-250k","Metro",0.036842,0.026487,0.082134,0.02776129
5752,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Farm-dependent",0.441,0.054,0.318,0.169,0.511,0.205,0.257,0.104,0.012,0.867,0.022,0,0.189759,0.3313253,0.2670683,0.2118474,9,18,0.292,NA,0.115,0.062,NA,0.313,9,NA,32.3,1710,1049,"b",326,"2.5-20k","Non-Metro",0.03358,NA,NA,NA
5753,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Manufacturing-dependent",0.423,0.098,0.253,0.074,0.528,0.232,0.169,0.005,0.304,0.677,0.012,0,0.2258706,0.3363184,0.2925373,0.1452736,12,12,0.349,0.233,0.139,0.144,0.058,0.364,12,NA,26.75,2629,2279,"b",314,"2.5-20k","Non-Metro",0.048511,0.032387,0.081317,0.02837963
5754,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.511,0.053,0.235,0.137,0.512,0.283,0.081,0.247,0.203,0.354,0.011,0.178,0.1144279,0.1781095,0.2746269,0.4328358,14,4,0.246,0.092,0.082,0.093,0.159,0.213,9,3.74,8.67,2329,1470,"b",203,"1M+","Metro",0.020172,0.007544,0.022632,0.005567472
5758,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Nonspecialized",0.37,0.079,0.252,0.084,0.523,0.249,0.152,0.01,0.386,0.589,0,0.005,0.2364729,0.3607214,0.261523,0.1412826,14,8,0.367,0.178,0.154,0.143,0.082,0.34,12,13.3,27.06,6840,2950,"a",368,"2.5-20k","Non-Metro",0.056518,0.027412,0.065326,0.02397464
5760,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a large metro area","Federal/State government-dependent",0.365,0.067,0.228,0.072,0.467,0.204,0.212,0.015,0.002,0.979,0,0.011,0.2535211,0.3631791,0.2283702,0.1549296,11,15,0.34,0.329,0.132,0.078,0.141,0.329,13,NA,NA,NA,NA,"a",384,"under 2.5k","Non-Metro",0.04488,0.043428,0.11186,0.0380324
5762,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.469,0.057,0.18,0.06,0.523,0.227,0.148,0.029,0.213,0.725,0,0.015,0.1043738,0.2882704,0.3489066,0.2584493,12,11,0.305,0.203,0.122,0.091,0.155,0.247,13,9.05,9.19,1769,1089,"b",261,"250k-1M","Metro",0.03721,0.024766,0.061915,0.01888408
5764,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a large metro area","Nonspecialized",0.521,0.041,0.345,0.157,0.502,0.257,0.155,0.379,0.139,0.465,0.015,0.012,0.2409639,0.3373494,0.2831325,0.1385542,14,10,0.291,0.177,0.116,0.094,0.243,0.288,9,NA,26.47,2980,2169,"b",282,"20-250k","Non-Metro",0.033756,0.020532,0.051507,0.01498854
5770,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Mining-dependent",0.31,0.094,0.213,0.064,0.506,0.203,0.149,0,0.011,0.975,0,0.002,0.296371,0.3467742,0.2389113,0.1179435,12,11,0.413,0.305,0.143,0.107,0.098,0.398,13,NA,37.13,2660,2679,"a",388,"under 2.5k","Non-Metro",0.059059,0.043615,0.125965,0.05202354
5771,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Federal/State government-dependent",0.537,0.059,0.144,0.032,0.523,0.232,0.146,0.021,0.126,0.819,0.008,0.03,0.08,0.273,0.308,0.339,11,10,0.296,0.186,0.099,0.093,0.202,0.275,12,6.2,11.13,1469,880,"a",264,"20-250k","Metro",0.029304,0.018414,0.055056,0.01629658
5772,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.615,0.036,0.114,0.055,0.496,0.189,0.131,0.03,0.031,0.897,0.001,0.029,0.05705706,0.2702703,0.3563564,0.3163163,11,7,0.262,0.179,0.058,0.06,0.206,0.212,13,NA,10.84,1210,1040,"a",186,"20-250k","Metro",0.015196,0.010382,0.046898,0.01228728
5773,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Micropolitan adjacent to a small metro area","Nonspecialized",0.319,0.121,0.378,0.142,0.451,0.257,0.126,0.873,0.019,0.1,0.011,0.002,0.3788634,0.3559322,0.1834497,0.08175474,13,8,0.281,NA,0.083,0.085,NA,0.271,9,NA,18.23,25310,3150,"b",213,"2.5-20k","Non-Metro",0.023323,NA,NA,NA
5774,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Recreation",0.448,0.088,0.226,0.128,0.505,0.157,0.251,0.098,0,0.862,0.018,0.004,0.0753221,0.3478692,0.3885035,0.1883053,6,6,0.231,NA,0.091,0.061,NA,0.174,10,NA,NA,1519,3079,"a",225,"under 2.5k","Non-Metro",0.021021,NA,NA,NA
5775,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Manufacturing-dependent",0.407,0.073,0.22,0.058,0.517,0.219,0.195,0.013,0.112,0.852,0.008,0.002,0.2278978,0.3683694,0.2858546,0.1178782,10,14,0.314,0.26,0.141,0.093,NA,0.379,12,NA,28.89,4820,14309,"b",325,"under 2.5k","Non-Metro",0.044274,0.03666,0.08164,0.02563496
5776,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Farm-dependent",0.673,0.019,0.128,0.085,0.461,0.218,0.186,0.019,0,0.97,0.024,0.006,0.1178248,0.3172205,0.305136,0.2598187,14,5,0.292,NA,0.095,NA,NA,0.324,10,NA,NA,NA,NA,"b",150,"under 2.5k","Non-Metro",0.02774,NA,NA,NA
5777,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Manufacturing-dependent",0.456,0.082,0.19,0.052,0.515,0.24,0.15,0.019,0.484,0.493,0,0.005,0.1651652,0.4484484,0.2512513,0.1351351,12,11,0.376,0.201,0.137,0.129,0.225,0.328,11,9.9,26.61,3099,2170,"a",288,"1M+","Metro",0.051512,0.027537,0.075576,0.02841658
5780,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.458,0.073,0.148,0.047,0.486,0.23,0.153,0.036,0.01,0.927,0.008,0.011,0.09533469,0.3782961,0.356998,0.1693712,9,10,0.324,0.217,0.091,0.078,0.151,0.257,12,0.7,11.02,2379,2439,"a",304,"1M+","Metro",0.029484,0.019747,0.070308,0.02277979
5781,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Manufacturing-dependent",0.398,0.066,0.386,0.166,0.502,0.303,0.114,0.404,0.093,0.487,0.026,0.004,0.2768305,0.2908726,0.2768305,0.1554664,15,8,0.307,NA,0.1,0.084,NA,0.264,10,6.57,24.4,2749,1809,"b",293,"2.5-20k","Non-Metro",0.0307,NA,NA,NA
5783,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Farm-dependent",0.608,0.031,0.138,0.045,0.5,0.234,0.202,0.044,0,0.948,0.007,0.012,0.08366534,0.376494,0.3535857,0.186255,13,14,0.284,NA,0.108,0.07,0.125,0.235,12,NA,15.92,1559,2020,"a",229,"2.5-20k","Non-Metro",0.030672,NA,NA,NA
5784,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Federal/State government-dependent",0.455,0.085,0.263,0.166,0.484,0.22,0.177,0.234,0.016,0.694,0.037,0.024,0.1320565,0.2832661,0.3760081,0.2086694,10,12,0.23,0.217,0.083,0.082,0.176,0.185,11,NA,11.34,1369,1280,"b",300,"20-250k","Metro",0.01909,0.018011,0.04991,0.0114793
5786,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.527,0.048,0.142,0.057,0.507,0.229,0.152,0.013,0.008,0.966,0.006,0,0.0603272,0.400818,0.3404908,0.198364,10,9,0.315,0.216,0.1,0.064,0.183,0.27,14,NA,12.75,5090,2839,"a",245,"250k-1M","Metro",0.0315,0.0216,0.06804,0.0214326
5787,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Manufacturing-dependent",0.383,0.085,0.229,0.077,0.528,0.249,0.153,0.022,0.44,0.519,0.001,0.005,0.2086694,0.3729839,0.3004032,0.1179435,11,13,0.384,0.209,0.138,0.124,0.089,0.296,13,7.8,39.43,4419,3699,"a",338,"2.5-20k","Non-Metro",0.052992,0.028842,0.080256,0.0308183
5788,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Recreation",0.482,0.068,0.226,0.09,0.507,0.246,0.156,0.041,0.002,0.919,0.016,0.015,0.08399209,0.2865613,0.3982213,0.2312253,12,9,0.246,0.199,0.094,0.061,0.173,0.179,11,2.28,10.19,1509,1480,"b",216,"20-250k","Metro",0.023124,0.018706,0.048954,0.01204268
5792,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents","Federal/State government-dependent",0.399,0.029,0.278,0.127,0.403,0.212,0.152,0.287,0.1,0.599,0.006,0,0.1161161,0.4054054,0.3093093,0.1691692,10,9,0.297,NA,0.094,0.101,NA,0.277,10,NA,NA,1769,870,"a",314,"2.5-20k","Non-Metro",0.027918,NA,NA,NA
5795,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.356,0.068,0.255,0.077,0.505,0.233,0.134,0.014,0.194,0.776,0.006,0,0.1735113,0.3418891,0.3593429,0.1252567,13,8,0.297,0.247,0.129,0.092,0.076,0.334,12,NA,23.93,4499,3599,"a",386,"2.5-20k","Non-Metro",0.038313,0.031863,0.073359,0.02178762
5797,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.517,0.044,0.117,0.047,0.511,0.216,0.16,0.01,0.007,0.952,0.005,0.009,0.06666667,0.3472637,0.2587065,0.3273632,10,10,0.286,0.184,0.097,0.077,0.145,0.23,14,0.57,14.56,1710,2000,"b",259,"1M+","Metro",0.027742,0.017848,0.052624,0.01505046
5798,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.488,0.069,0.225,0.079,0.51,0.214,0.157,0.016,0.002,0.945,0.009,0.017,0.2022022,0.3523524,0.3073073,0.1381381,10,11,0.303,0.192,0.123,0.084,NA,0.264,14,NA,18.23,4359,2759,"b",320,"250k-1M","Metro",0.037269,0.023616,0.058176,0.01762733
5804,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.517,0.049,0.204,0.08,0.498,0.242,0.147,0.065,0.065,0.851,0,0.011,0.1277666,0.3641851,0.3158954,0.1921529,13,10,0.367,0.264,0.121,0.066,0.157,0.282,9,4,11.57,1720,1420,"a",318,"20-250k","Metro",0.044407,0.031944,0.096888,0.0355579
5807,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Nonspecialized",0.635,0.038,0.276,0.146,0.509,0.127,0.276,0.009,0.011,0.982,0.007,0,0.1683468,0.3860887,0.2328629,0.2127016,8,16,0.279,NA,0.123,NA,NA,0.257,13,NA,NA,2239,2259,"b",220,"under 2.5k","Non-Metro",0.034317,NA,NA,NA
5809,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Farm-dependent",0.546,0.038,0.185,0.088,0.513,0.21,0.241,0.031,0.004,0.932,0.013,0,0.1140262,0.3612513,0.3471241,0.1775984,12,11,0.327,0.139,0.093,0.056,0.188,0.27,9,NA,30.34,5740,1460,"a",218,"under 2.5k","Non-Metro",0.030411,0.012927,0.045453,0.01486313
5811,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Farm-dependent",0.508,0.033,0.271,0.172,0.487,0.154,0.26,0.04,0.002,0.931,0.017,0.001,0.1043129,0.3560682,0.3550652,0.1845537,14,13,0.267,NA,0.09,NA,NA,0.293,11,NA,NA,NA,730,"a",196,"under 2.5k","Non-Metro",0.02403,NA,NA,NA
5813,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a large metro area","Federal/State government-dependent",0.357,0.071,0.26,0.085,0.496,0.189,0.204,0.044,0.511,0.383,0.054,0.013,0.2209889,0.3481332,0.2785066,0.1523713,9,11,0.352,0.223,0.154,0.144,NA,0.303,12,12,23.36,5140,6850,"a",265,"under 2.5k","Non-Metro",0.054208,0.034342,0.078496,0.02763059
5814,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Farm-dependent",0.564,0.043,0.186,0.088,0.507,0.185,0.281,0.013,0.004,0.962,0.004,0,0.09571286,0.3509472,0.3738784,0.1794616,8,14,0.324,0.104,0.109,0.064,NA,0.269,12,NA,NA,1229,1250,"a",254,"under 2.5k","Non-Metro",0.035316,0.011336,0.033696,0.0109175
5816,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Mining-dependent",0.373,0.076,0.258,0.126,0.486,0.235,0.186,0.025,0.007,0.695,0.214,0.006,0.1643145,0.3397177,0.3518145,0.1441532,11,13,0.367,0.217,0.122,0.068,NA,0.365,11,NA,40.75,1439,1850,"b",323,"2.5-20k","Non-Metro",0.044774,0.026474,0.079639,0.02922751
5817,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.482,0.047,0.216,0.091,0.495,0.223,0.124,0.33,0.047,0.464,0.014,0.116,0.1387512,0.1892963,0.3131814,0.3587711,14,7,0.219,0.12,0.078,0.071,0.175,0.158,8,3.1,8.34,1259,1290,"a",205,"1M+","Metro",0.017082,0.00936,0.02628,0.00575532
5819,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.492,0.048,0.155,0.044,0.529,0.228,0.147,0.233,0.131,0.557,0.012,0.058,0.1253792,0.2052578,0.2082912,0.4610718,11,7,0.184,0.139,0.074,0.083,0.17,0.191,11,2.8,4.05,970,709,"a",224,"1M+","Metro",0.013616,0.010286,0.025576,0.004705984
5823,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Mining-dependent",0.441,0.035,0.387,0.212,0.516,0.252,0.218,0.32,0.046,0.628,0.012,0.012,0.1870647,0.3691542,0.2935323,0.1502488,16,15,0.28,NA,0.11,0.111,NA,0.286,10,NA,NA,NA,3750,"b",282,"under 2.5k","Non-Metro",0.0308,NA,NA,NA
5827,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Mining-dependent",0.414,0.079,0.239,0.064,0.527,0.244,0.159,0.024,0.386,0.57,0.015,0,0.1920792,0.4128713,0.2752475,0.119802,12,10,0.372,0.289,0.132,0.147,0.118,0.314,10,7.14,24.51,9049,4459,"b",357,"250k-1M","Metro",0.049104,0.038148,0.107508,0.03999298
5830,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Federal/State government-dependent",0.505,0.051,0.23,0.084,0.515,0.207,0.146,0.054,0.297,0.627,0.001,0.016,0.1070336,0.2171254,0.2731906,0.4026504,13,8,0.279,0.177,0.11,0.094,0.225,0.232,12,9.76,16.92,1020,789,"b",223,"250k-1M","Metro",0.03069,0.01947,0.049383,0.01377786
5831,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Manufacturing-dependent",0.498,0.067,0.203,0.066,0.515,0.214,0.174,0.02,0.106,0.862,0.012,0.002,0.1762918,0.4204661,0.2512665,0.1519757,10,13,0.365,0.269,0.121,0.077,NA,0.324,14,NA,27.09,2970,2090,"b",370,"2.5-20k","Non-Metro",0.044165,0.032549,0.098185,0.03583752
5832,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents","Farm-dependent",0.478,0.028,0.208,0.124,0.49,0.202,0.274,0.003,0,0.983,0.007,0,0.1806122,0.3918367,0.305102,0.122449,10,15,0.343,0.167,0.11,NA,0.201,0.296,10,NA,NA,NA,NA,"b",206,"under 2.5k","Non-Metro",0.03773,0.01837,0.057281,0.01964738
5835,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Recreation",0.432,0.084,0.181,0.064,0.479,0.179,0.227,0.026,0.038,0.897,0.019,0,0.1138132,0.3628405,0.327821,0.1955253,8,12,0.299,0.317,0.104,0.096,0.281,0.255,11,NA,12.71,1860,1759,"b",264,"2.5-20k","Non-Metro",0.031096,0.032968,0.094783,0.02834012
